date,hour_range,id,demand,frequency,coal,nuclear,ccgt,wind,pumped,hydro,biomass,oil,solar,ocgt,french_ict,dutch_ict,irish_ict,ew_ict,nemo,other,north_south,scotland_england,ifa2,intelec_ict,nsl,vkl_ict
2024-09-01,00:00 - 01:00,1392919.5,21310.833333333332,49.965083416666666,0.0,5182.5,3270.0833333333335,8581.166666666666,0.0,456.4166666666667,820.0833333333334,0.0,0.0,0.0,964.4166666666666,-984.0,5.0,-528.0,-135.0,405.4166666666667,0.0,0.0,-2.8333333333333335,210.58333333333334,1398.8333333333333,-499.0
2024-09-01,01:00 - 02:00,1392931.5,21736.833333333332,50.01375008333333,0.0,5190.083333333333,3773.9166666666665,8198.666666666666,0.0,446.9166666666667,1092.3333333333333,0.0,0.0,0.0,698.4166666666666,-1032.6666666666667,-33.666666666666664,-528.0,-364.3333333333333,336.4166666666667,0.0,0.0,97.0,350.5833333333333,1398.9166666666667,-783.0
2024-09-01,02:00 - 03:00,1392943.5,21602.5,49.95316666666667,0.0,5189.416666666667,3655.3333333333335,8081.833333333333,0.0,459.3333333333333,1158.8333333333333,0.0,0.0,0.0,663.1666666666666,-1034.0,-255.83333333333334,-528.0,-514.0,363.9166666666667,0.0,0.0,120.91666666666667,506.5,1398.75,-1054.8333333333333
2024-09-01,03:00 - 04:00,1392955.5,21585.166666666668,50.012250333333334,0.0,5190.916666666667,3547.1666666666665,8145.916666666667,0.0,455.5,1150.0833333333333,0.0,0.0,0.0,519.75,-1018.1666666666666,-329.6666666666667,-528.0,-694.6666666666666,323.9166666666667,0.0,0.0,321.3333333333333,530.4166666666666,1399.0,-1019.1666666666666
2024-09-01,04:00 - 05:00,1392967.5,21892.25,50.01149966666667,0.0,5196.416666666667,3191.5833333333335,8716.583333333334,0.0,456.4166666666667,1107.25,0.0,0.0,0.0,854.0833333333334,-1021.0,-330.0,-528.0,-922.5,300.5833333333333,0.0,0.0,355.5,315.1666666666667,1398.6666666666667,-960.5
2024-09-01,05:00 - 06:00,1392979.5,21719.166666666668,50.015583,0.0,5197.333333333333,3008.4166666666665,8897.75,0.0,500.8333333333333,947.1666666666666,0.0,0.003133916666666667,0.0,752.4166666666666,-1044.0,-330.0,-528.0,-884.5,340.5833333333333,0.0,0.0,401.6666666666667,275.5,1397.5,-903.6666666666666
2024-09-01,06:00 - 07:00,1392991.5,21033.333333333332,49.977666666666664,0.0,5189.666666666667,2901.75,8600.333333333334,0.0,560.75,760.9166666666666,0.0,136.96132108333333,0.0,504.25,-660.0,-330.0,-528.0,-503.0,404.8333333333333,0.0,0.0,231.25,482.5,1397.0833333333333,-528.0
2024-09-01,07:00 - 08:00,1393003.5,23041.416666666668,50.00266716666667,0.0,5170.083333333333,2589.6666666666665,8832.5,0.0,550.3333333333334,986.3333333333334,0.0,730.3079121666666,0.3333333333333333,1241.8333333333333,-629.0,-366.0,-511.0,178.5,403.25,0.0,0.0,20.333333333333332,501.8333333333333,1397.0,402.0
2024-09-01,08:00 - 09:00,1393015.5,24876.583333333332,50.031666666666666,0.0,5149.333333333333,2270.1666666666665,9008.666666666666,0.0,502.9166666666667,1052.0833333333333,0.0,1757.6999918333333,0.5,1877.9166666666667,-688.0,-452.0,-528.0,888.9166666666666,349.25,0.0,0.0,346.0,676.8333333333334,1397.0833333333333,1082.0833333333333
2024-09-01,09:00 - 10:00,1393027.5,24892.583333333332,50.021667,0.0,5128.666666666667,2083.25,8373.583333333334,0.0,500.5833333333333,1136.8333333333333,0.0,2994.1566365,0.0,1995.4166666666667,-34.5,-452.0,-528.0,961.0,335.5833333333333,0.0,0.0,711.1666666666666,957.8333333333334,1397.0,1005.0
2024-09-01,10:00 - 11:00,1393039.5,24580.0,50.086000500000004,0.0,5113.083333333333,1782.5833333333333,7492.0,0.0,488.6666666666667,1061.75,0.0,4199.444193583334,0.08333333333333333,2003.0,959.25,-452.0,-528.0,1010.75,329.6666666666667,0.0,0.0,955.5,995.6666666666666,1397.0,991.0
